iter	PRAUC	Logloss
476	0.9757559611	0.1067951637
477	0.9758231786	0.106749545
478	0.9761823162	0.1064005112
479	0.9764119568	0.1062574016
480	0.9768528738	0.1061116146
481	0.9769794814	0.1059914345
482	0.9769778881	0.1059713428
483	0.9772240448	0.1058018322
484	0.9772240448	0.1057906977
485	0.9773254373	0.1056586543
486	0.9773293936	0.1056480726
487	0.9775368721	0.1055303337
488	0.9775332479	0.1055211379
489	0.9776770331	0.1054323858
490	0.9777264727	0.1052962483
491	0.9780108987	0.105168723
492	0.9781560597	0.105013215
493	0.9783472147	0.1047984303
494	0.9786591744	0.1045660848
495	0.9787529247	0.1044672831
496	0.9787607807	0.1044451252
497	0.9789340129	0.1043087174
498	0.9791281026	0.1041212423
499	0.9791270887	0.1041106247
500	0.9791270887	0.104100561
501	0.9794895152	0.103908087
502	0.9797932655	0.1036967883
503	0.9801572193	0.1034200066
504	0.9804848232	0.1031389053
505	0.9806348971	0.102995602
506	0.9808200428	0.1028068262
507	0.9811359701	0.102666978
508	0.9815312767	0.1024066382
509	0.9815481245	0.1023703395
510	0.9816118306	0.1022866255
511	0.9818058127	0.1020286492
512	0.9818058127	0.1020218882
513	0.9818838966	0.1018021509
514	0.9823813508	0.1015326541
515	0.9823885401	0.1014648715
516	0.982408146	0.1014338052
517	0.982540925	0.1012526437
518	0.9827736111	0.1010552468
519	0.9829249861	0.1008725768
520	0.9833831842	0.1006616519
521	0.983593521	0.1005763434
522	0.9837326224	0.1002358175
523	0.9841043592	0.09999181375
524	0.984245141	0.09975575681
525	0.984245141	0.09974823906
526	0.9843486598	0.09963121912
527	0.984579322	0.09941918906
528	0.9845717348	0.09936513507
529	0.9847428082	0.09925615432
530	0.9849479785	0.09900981902
531	0.9850340641	0.09883730196
532	0.9850337253	0.09882985062
533	0.9850709855	0.09868263487
534	0.9851716377	0.09853219489
535	0.9852296114	0.09840784272
536	0.9853168512	0.09826443768
537	0.9853154598	0.09825575606
538	0.9854923733	0.09803606307
539	0.9854943837	0.09801316031
540	0.9855722827	0.0977534569
541	0.9855902839	0.09766343716
542	0.9857044283	0.097350408
543	0.9858083775	0.0970621709
544	0.9859639441	0.09690329766
545	0.9860537932	0.09669268843
546	0.9860537932	0.09668519759
547	0.9863376221	0.09646279268
548	0.9863781324	0.09633315426
549	0.986609531	0.09591833607
550	0.986609531	0.09591055871
551	0.9866886194	0.0957344017
552	0.9867870398	0.09549370851
553	0.9868757329	0.09537658082
554	0.986979291	0.09525431632
555	0.9869840141	0.0952361253
556	0.9872472723	0.09504325265
557	0.9872356849	0.09490201957
558	0.9872345633	0.09486336226
559	0.9872746712	0.09467142307
560	0.9874680331	0.09450536582
561	0.9876402376	0.09426287887
562	0.987709814	0.0941430039
563	0.9878661998	0.09405644709
564	0.988212707	0.09387017597
565	0.9882544329	0.09371816151
566	0.9882266462	0.09365475199
567	0.9883146735	0.09345182383
568	0.9883781806	0.09333019361
569	0.988433342	0.09318940409
570	0.9885280105	0.09300202454
571	0.9886006301	0.09280768123
572	0.9886165003	0.09272676084
573	0.9886713507	0.09259631066
574	0.9886907065	0.09249889518
575	0.9886904447	0.09247114205
576	0.98873897	0.09234689812
577	0.9889649233	0.09206235948
578	0.9890604245	0.09186932433
579	0.9890652441	0.0916253468
580	0.989172377	0.09150869493
581	0.9893680102	0.09141362033
582	0.9894763655	0.09135938643
583	0.9898755128	0.0910438494
584	0.9899578626	0.09090820579
585	0.9900089977	0.09068067217
586	0.9900902081	0.09061194349
587	0.9901862866	0.0904695397
588	0.9902202809	0.09040631209
589	0.9903581425	0.09023779916
590	0.9904451633	0.09005955476
591	0.9904928529	0.08992355475
592	0.9906382154	0.08984766449
593	0.9907726338	0.08967746422
594	0.9907965441	0.08952844826
595	0.9911056437	0.08929738643
596	0.9912074281	0.08918381489
597	0.991324921	0.08890518126
598	0.9913456058	0.0888115517
599	0.9914239008	0.08868566702
600	0.9916599382	0.08848831945
601	0.9917053253	0.08814204478
602	0.9917132807	0.08806711383
603	0.9917334972	0.08794587984
604	0.9917933901	0.08784021628
605	0.9918703464	0.08763807799
606	0.9918626913	0.08753886932
607	0.9919376393	0.08736102125
608	0.991949163	0.08726544586
609	0.9921758588	0.08717069707
610	0.9922248716	0.08707298996
611	0.9925438381	0.08664533942
612	0.9926150437	0.08639836673
613	0.9927040567	0.0862251355
614	0.9927215582	0.08611571631
615	0.9927139721	0.08607496193
616	0.9928038138	0.08596915551
617	0.9928202785	0.08592559947
618	0.9929076673	0.08581856268
619	0.9930777422	0.08564100864
620	0.9930777422	0.08563474486
621	0.9930817234	0.08551034452
622	0.9931539833	0.08540986654
623	0.9931621896	0.08530105935
624	0.9932831696	0.08499209635
625	0.9932735247	0.08493204937
626	0.9934056053	0.08464061291
627	0.9935267522	0.08449510582
628	0.993529929	0.08446464667
629	0.9935594923	0.08441608687
630	0.9936219	0.08428737416
631	0.9937431216	0.08416706657
632	0.993812581	0.08405470871
633	0.9938436965	0.08386552602
634	0.9938950376	0.08366503927
635	0.9939235705	0.08352837515
636	0.9940497757	0.08332442044
637	0.9940605036	0.08324870043
638	0.99405132	0.08316926814
639	0.9940906694	0.0830265395
640	0.9941395626	0.08284388906
641	0.9941430733	0.08283391629
642	0.9941731841	0.08265905999
643	0.9942047466	0.08257447493
644	0.9942369449	0.08247152561
645	0.9943563541	0.0823038926
646	0.994472419	0.0822394552
647	0.9944921763	0.08216506258
648	0.9945078727	0.08208309844
649	0.9945444296	0.08192933966
650	0.9945549942	0.08182899522
651	0.9946068748	0.08169406772
652	0.9946358178	0.08156844009
653	0.9946521946	0.08147373232
654	0.9946712273	0.0813980462
655	0.9946801741	0.08130596073
656	0.9947409632	0.08119575711
657	0.9947332527	0.08114042182
658	0.9947672251	0.08107876512
659	0.9947940568	0.08098653107
660	0.9948310982	0.0809214681
661	0.9948310982	0.08091603079
662	0.9948775035	0.0807587249
663	0.9949087148	0.08070185737
664	0.9949087148	0.08069602071
665	0.9949792181	0.08038590685
666	0.9950116505	0.08029691779
667	0.9950116505	0.08029243992
668	0.9950121799	0.08024994619
669	0.9950893756	0.07998714297
670	0.9951085918	0.07990043098
671	0.9951073602	0.07985235156
672	0.9951221156	0.07983312948
673	0.9952308175	0.07957630595
674	0.9952715909	0.07948183556
675	0.9953245224	0.07924791188
676	0.995343941	0.07914064802
677	0.9953609331	0.07907148125
678	0.9953643068	0.07904325485
679	0.9953916306	0.07889954062
680	0.995492992	0.07873028016
681	0.9955435008	0.07833247316
682	0.9955987925	0.0782478653
683	0.9956479039	0.07818764514
684	0.9956660381	0.07807595277
685	0.9956736732	0.07800810061
686	0.9957881832	0.07782543178
687	0.9957873368	0.07769495621
688	0.9958551184	0.07750109428
689	0.9958627849	0.07742085829
690	0.9959249922	0.07731923986
691	0.995898159	0.07722940484
692	0.9958921802	0.07716948677
693	0.9959008315	0.07707380881
694	0.9959394457	0.07696028186
695	0.9960347704	0.07683751841
696	0.9960246953	0.07672896806
697	0.9963503399	0.07649964227
698	0.9963503399	0.07649506436
699	0.996354368	0.07644866488
